"","region","year","value","age","ID_2","NAME_2"
"1561","Пудожский район",1957,1.903303434697,45,29137,"Pudozhskiy rayon"
"1562","Пудожский район",1913,0.036461751622548,89,29137,"Pudozhskiy rayon"
"1563","Пудожский район",1943,0.35003281557646,59,29137,"Pudozhskiy rayon"
"1564","Пудожский район",1950,1.33450010938525,52,29137,"Pudozhskiy rayon"
"1565","Пудожский район",1922,0.218770509735288,80,29137,"Pudozhskiy rayon"
"1566","Пудожский район",1980,1.31991540873624,22,29137,"Pudozhskiy rayon"
"1567","Пудожский район",1915,0.0875082038941151,87,29137,"Pudozhskiy rayon"
"1568","Пудожский район",1966,1.38190038649457,36,29137,"Pudozhskiy rayon"
"1569","Пудожский район",1945,0.484941296579888,57,29137,"Pudozhskiy rayon"
"1570","Пудожский район",1996,1.12302194997448,6,29137,"Pudozhskiy rayon"
"1571","Пудожский район",1931,0.824035586669584,71,29137,"Pudozhskiy rayon"
"1572","Пудожский район",1975,1.47670094071319,27,29137,"Pudozhskiy rayon"
"1573","Пудожский район",1917,0.0729235032450959,85,29137,"Pudozhskiy rayon"
"1574","Пудожский район",1998,1.0646831473784,4,29137,"Pudozhskiy rayon"
"1575","Пудожский район",1903,NA,99,29137,"Pudozhskiy rayon"
"1576","Пудожский район",1954,1.68817910012397,48,29137,"Pudozhskiy rayon"
"1577","Пудожский район",1933,0.762050608911252,69,29137,"Pudozhskiy rayon"
"1578","Пудожский район",1984,1.14854517611026,18,29137,"Pudozhskiy rayon"
"1579","Пудожский район",1946,0.867789688616641,56,29137,"Pudozhskiy rayon"
"1580","Пудожский район",2000,1.01363669510683,2,29137,"Pudozhskiy rayon"
"1581","Пудожский район",1905,NA,97,29137,"Pudozhskiy rayon"
"1582","Пудожский район",1976,1.50951651717349,26,29137,"Pudozhskiy rayon"
"1583","Пудожский район",1928,0.681834755341647,74,29137,"Pudozhskiy rayon"
"1584","Пудожский район",1986,2.20958214832641,16,29137,"Pudozhskiy rayon"
"1585","Пудожский район",1904,NA,98,29137,"Pudozhskiy rayon"
"1586","Пудожский район",2002,0.794866185371545,0,29137,"Pudozhskiy rayon"
"1587","Пудожский район",1951,1.63348647269015,51,29137,"Pudozhskiy rayon"
"1588","Пудожский район",1985,1.37825421133231,17,29137,"Pudozhskiy rayon"
"1589","Пудожский район",1981,1.19959162838183,21,29137,"Pudozhskiy rayon"
"1590","Пудожский район",2001,0.995405819295559,1,29137,"Pudozhskiy rayon"
"1591","Пудожский район",1967,1.40742361263035,35,29137,"Pudozhskiy rayon"
"1592","Пудожский район",1918,0.120323780354408,84,29137,"Pudozhskiy rayon"
"1593","Пудожский район",1997,0.929774666374973,5,29137,"Pudozhskiy rayon"
"1594","Пудожский район",1932,0.937067016699482,70,29137,"Pudozhskiy rayon"
"1595","Пудожский район",1955,1.88871873404798,47,29137,"Pudozhskiy rayon"
"1596","Пудожский район",1934,0.893312914752425,68,29137,"Pudozhskiy rayon"
"1597","Пудожский район",1999,0.969882593159775,3,29137,"Pudozhskiy rayon"
"1598","Пудожский район",1969,1.21417632903085,33,29137,"Pudozhskiy rayon"
"1599","Пудожский район",1937,1.29803835776271,65,29137,"Pudozhskiy rayon"
"1600","Пудожский район",1906,NA,96,29137,"Pudozhskiy rayon"
"1601","Пудожский район",1968,1.31262305841173,34,29137,"Pudozhskiy rayon"
"1602","Пудожский район",1929,0.696419455990666,73,29137,"Pudozhskiy rayon"
"1603","Пудожский район",1987,2.21322832348866,15,29137,"Pudozhskiy rayon"
"1604","Пудожский район",1982,1.1376066506235,20,29137,"Pudozhskiy rayon"
"1605","Пудожский район",NA,NA,NA,29137,"Pudozhskiy rayon"
"1606","Пудожский район",1952,1.45482388973966,50,29137,"Pudozhskiy rayon"
"1607","Пудожский район",1908,NA,94,29137,"Pudozhskiy rayon"
"1608","Пудожский район",1970,1.37825421133231,32,29137,"Pudozhskiy rayon"
"1609","Пудожский район",1938,1.20688397870634,64,29137,"Pudozhskiy rayon"
"1610","Пудожский район",1907,NA,95,29137,"Pudozhskiy rayon"
"1611","Пудожский район",1935,1.14125282578575,67,29137,"Pudozhskiy rayon"
"1612","Пудожский район",1939,0.999051994457814,63,29137,"Pudozhskiy rayon"
"1613","Пудожский район",1971,1.37825421133231,31,29137,"Pudozhskiy rayon"
"1614","Пудожский район",1983,1.07197549770291,19,29137,"Pudozhskiy rayon"
"1615","Пудожский район",1953,1.62619412236564,49,29137,"Pudozhskiy rayon"
